The Vehicles List in sorted order is:

UID		Vehicle No.
1000046,	9389
1003495,	2002
1003532,	6069
1004480,	4601
1004748,	3116
1004817,	5023
1004881,	4268
1005100,	9218
1006908,	2052
1007356,	1917
1008487,	6712
1009152,	2945
1009495,	7314
1009518,	6786
1009666,	6096
1010691,	7148
1010851,	7478
1010885,	3147
1011573,	7775
1011705,	8266
1011830,	6695
1013115,	6334
1013608,	6533
1013792,	2352
1014226,	3229
1014463,	2424
1016240,	3088
1017723,	1073
1019002,	7444
1019522,	8180
1021024,	8508
1022394,	4312
1023393,	9536
1023539,	3960
1024019,	6767
1024428,	7353
1024981,	3040
1026786,	7777
1026796,	7240
1030496,	5128
1031429,	2980
1031733,	7006
1033363,	2831
1033392,	7683
1033821,	3471
1033856,	2597
1034174,	9327
1034834,	5749
1037483,	6222
1038632,	1562
1039110,	1339
1039707,	1382
1040945,	2029
1041238,	3381
1042398,	5774
1042402,	9875
1043125,	3475
1043526,	4261
1044262,	2036
1045141,	6166
1048235,	4409
1048411,	3586
1050854,	6679
1052094,	4466
1053919,	9028
1054577,	7916
1055220,	5636
1056451,	5040
1057054,	4569
1057560,	4987
1058325,	2180
1063623,	3336
1065857,	1856
1066595,	7637
1067372,	3298
1067405,	7222
1067510,	6756
1067704,	5399
1068678,	4137
1069812,	6051
1070243,	3058
1070501,	2094
1071283,	2648
1072850,	6764
1073084,	7489
1075783,	1476
1075933,	3164
1079890,	7665
1079899,	8061
1080636,	6819
1080794,	6331
1082352,	2008
1082807,	4854
1084167,	6682
1084833,	8840
1087748,	5670
1087913,	1882
1089194,	8381
1089812,	5623
1091086,	2751
1091724,	8096
1093451,	5738
1093951,	7212
1093956,	1115
1096681,	5973
1097199,	6385
1098870,	8658
1099444,	7855
1099510,	2170
1099773,	1055
1099887,	1636
1100955,	8721
1103685,	2333
1104065,	6222
1105650,	6968
1106112,	8624
1106974,	8283
1107717,	6643
1109891,	1262
1112934,	4276
1114227,	1901
1114757,	8810
1115662,	2808
1115690,	6700
1115921,	4010
1116429,	2430
1118153,	1482
1118161,	2552
1119555,	9222
1120789,	9316
1121378,	3791
1121748,	1933
1121806,	5174
1122932,	8379
1122940,	3721
1123203,	6187
1123490,	4153
1123859,	5603
1124426,	5699
1124668,	8340
1126217,	9784
1126282,	7743
1129463,	3102
1129508,	1260
1129778,	5530
1131201,	7448
1133704,	3419
1134130,	8152
1134435,	9784
1134535,	9817
1134597,	9162
1134924,	6144
1135841,	9244
1138270,	8615
1139886,	5760
1140948,	2144
1140985,	3107
1141785,	7094
1143607,	1540
1145058,	4151
1145567,	4099
1146019,	4885
1146172,	6313
1146306,	5180
1150407,	4506
1150808,	2869
1151666,	5253
1151955,	4862
1154149,	1475
1156661,	6982
1156907,	9552
1157905,	8800
1160532,	6244
1162279,	7842
1163229,	6729
1163859,	8716
1165282,	9176
1165690,	2160
1165877,	1376
1166767,	1199
1169230,	9754
1169360,	4409
1170355,	8663
1172213,	7057
1173494,	8624
1174003,	9642
1176113,	7033
1176648,	4760
1176918,	3142
1178262,	5694
1178762,	9013
1178948,	4588
1184566,	2954
1186086,	9207
1187806,	5873
1188036,	7713
1188653,	3440
1188784,	2455
1190879,	7930
1191192,	9976
1191474,	1824
1192535,	8391
1192558,	4296
1193377,	4275
1194238,	9697
1197516,	4552
1197640,	6199
1198455,	2965
1199307,	8962
1201845,	5460
1202037,	3646
1204322,	7649
1205913,	1362
1206156,	8877
1207917,	7044
1209039,	8895
1211409,	4815
1211894,	7133
1214171,	6849
1214269,	6109
1214383,	4627
1216057,	6793
1216218,	8796
1218789,	5763
1219645,	5562
1222104,	7301
1222335,	2545
1222396,	6978
1223757,	5411
1224018,	4588
1224514,	7538
1224945,	1567
1227718,	1407
1227960,	1101
1228371,	5020
1229108,	2007
1232304,	7275
1234619,	7674
1236484,	3082
1237621,	2290
1237781,	3018
1238025,	5551
1238795,	7568
1239657,	8009
1239934,	9200
1240549,	2119
1240894,	3339
1240903,	4862
1243900,	9133
1245170,	9970
1246856,	7772
1248179,	2421
1250259,	2634
1251529,	1941
1252441,	6887
1252959,	8147
1253254,	5742
1254038,	2207
1254654,	4738
1255727,	2921
1255897,	4515
1256088,	3403
1260662,	3566
1261246,	1889
1261455,	4320
1262453,	6052
1263518,	4818
1263676,	3686
1265170,	4212
1266120,	9429
1266898,	8562
1268350,	3740
1270653,	9191
1270754,	9047
1270772,	6333
1272215,	9491
1272423,	4304
1272756,	9624
1273815,	7310
1274267,	2199
1274292,	5803
1274425,	9880
1276481,	4754
1280596,	1898
1281210,	2979
1281931,	8403
1282491,	4988
1283256,	4363
1283287,	5789
1284031,	5412
1284106,	7230
1286548,	5938
1286981,	8938
1287869,	5228
1289238,	8713
1290135,	9552
1291587,	1743
1292663,	6375
1294200,	5150
1294925,	2497
1295198,	8523
1296727,	3282
1299772,	4314
1301323,	1575
1302640,	4613
1303454,	4078
1304323,	9239
1304718,	3732
1305453,	9135
1306582,	9540
1307879,	2155
1309412,	6650
1312949,	1414
1313321,	1968
1313381,	2770
1315119,	2309
1317343,	6558
1318276,	9473
1318425,	1778
1318757,	1045
1319782,	7679
1320495,	4467
1321179,	4366
1321860,	3186
1322065,	4662
1322634,	3151
1323191,	1798
1323386,	4208
1324504,	8996
1324834,	5779
1325854,	9677
1326757,	9426
1327326,	9079
1327491,	7779
1327494,	2675
1327571,	4773
1328554,	7650
1328678,	8730
1329745,	6753
1329830,	4137
1329976,	9821
1330462,	9450
1330958,	6046
1331025,	3983
1331417,	4124
1331519,	2584
1331712,	2288
1332393,	9964
1334822,	6568
1336200,	6291
1336945,	5926
1336969,	2102
1337586,	6162
1339496,	5084
1340471,	5582
1344226,	3476
1345484,	6524
1345609,	6667
1348201,	6253
1349923,	5624
1352469,	3727
1352590,	5127
1353670,	6587
1353886,	7591
1354582,	4343
1354700,	2616
1354771,	5533
1355380,	4062
1355850,	9328
1356106,	3436
1357667,	2713
1358398,	2268
1358935,	7585
1359842,	7589
1360067,	1371
1360474,	8923
1361010,	7038
1361778,	5969
1362504,	7838
1362966,	8168
1363028,	5400
1363582,	1748
1364091,	8778
1365654,	4120
1367939,	7793
1370108,	8311
1370671,	5179
1371351,	1491
1371613,	3908
1372170,	1586
1373695,	6815
1374007,	2701
1374280,	3550
1374988,	1280
1375332,	3659
1376211,	1205
1377710,	6880
1378040,	5703
1378329,	9300
1381881,	5124
1382379,	8504
1382576,	7619
1382886,	7083
1383660,	1276
1384019,	7442
1385351,	5319
1386992,	2368
1387605,	2286
1387746,	2971
1389445,	3399
1392566,	5559
1393323,	7691
1395497,	5319
1397038,	4649
1398445,	2410
1399324,	5339
1399776,	8889
1400683,	6076
1400884,	3087
1401247,	1964
1401355,	9957
1403817,	6098
1404820,	7857
1404993,	8835
1405004,	9621
1405900,	4053
1407620,	3827
1407937,	3515
1408453,	2411
1409029,	1360
1409073,	2303
1409820,	9047
1410828,	9439
1411684,	7737
1413074,	3983
1415732,	4431
1418909,	2082
1419572,	2632
1420524,	7304
1423294,	1802
1424686,	9777
1425885,	8392
1427423,	6182
1427899,	9213
1428995,	3131
1429026,	6376
1432287,	6431
1433354,	8740
1433586,	5670
1434564,	7190
1435321,	2062
1435415,	2250
1435726,	6949
1435887,	3739
1436896,	1839
1438420,	5749
1438638,	9142
1439785,	3695
1440030,	8126
1440432,	8312
1441287,	4952
1443516,	4805
1444349,	1106
1444787,	9836
1444871,	9424
1445019,	2100
1445794,	3702
1446513,	5414
1448330,	3860
1449122,	7392
1451998,	9145
1452795,	6854
1453911,	2041
1454978,	4765
1455180,	6789
1456746,	2524
1457137,	8395
1457370,	7295
1458268,	4563
1459381,	2718
1460369,	5897
1460425,	9964
1460738,	6797
1464500,	5483
1465848,	7131
1469599,	9559
1470577,	1603
1471223,	2171
1471556,	1415
1472622,	9106
1472630,	8920
1476342,	7195
1476708,	7885
1477605,	5588
1478029,	3514
1479316,	4602
1479598,	4944
1480152,	2728
1480235,	3405
1480658,	9087
1480792,	5750
1484846,	8587
1485723,	5521
1486107,	5411
1486286,	8407
1486580,	1209
1489364,	2439
1490197,	8247
1490452,	8110
1490470,	7429
1490632,	4577
1492592,	7116
1493076,	9980
1495940,	8408
1496856,	4764
1497789,	1966
1499171,	9934
1503331,	9990
1503463,	4039
1503755,	3292
1508227,	9048
1508871,	6048
1509262,	6245
1511686,	3318
1512724,	6269
1513826,	3377
1514449,	7924
1515215,	5873
1516041,	5419
1516050,	3805
1516505,	1681
1516556,	1816
1519274,	1682
1519932,	5861
1520310,	5864
1521722,	9039
1522131,	1857
1525759,	7565
1527023,	5025
1527248,	8727
1527662,	7826
1528150,	1589
1528673,	8083
1529573,	8066
1530191,	9268
1530191,	1822
1530486,	3955
1531513,	4093
1532470,	7307
1533269,	7307
1533303,	1463
1534240,	5501
1535395,	8467
1535447,	9642
1536599,	3597
1537840,	7409
1538431,	7011
1541031,	2074
1541884,	2230
1541976,	8225
1542188,	8945
1542932,	4710
1546545,	3267
1547165,	9435
1547211,	6993
1547320,	1519
1547908,	8253
1548882,	3356
1549658,	9297
1551995,	8409
1552758,	7130
